subject_id,Second,Fz,Mx,My,CoPx,CoPy
9,17,609.47253785,6.577684280000000,-4.5440008,0.0074555560000000000,0.010792317000000000
9,18,609.45701021,6.140193130000000,-4.5723894,0.0075024310000000000,0.010074731
9,19,609.4354680700000,8.30096337,-4.34581122,0.007130857,0.013620561
9,20,609.46255922,9.45877533,-4.7719454,0.007829698,0.015519719
9,21,609.38037492,7.00700673,-4.4252558000000000,0.00726186,0.011498527
9,22,609.40662821,6.62946891,-4.22303498,0.006929692,0.010878577
9,23,609.4288855100000,7.1414677300000000,-4.57376599,0.0075051120000000000,0.011718514000000000
9,24,609.32027475,6.8773528100000000,-4.45131664,0.007305352,0.011286861
9,25,609.48887288,7.342875630000000,-4.39452222,0.0072102140000000000,0.012047731
9,26,609.4485999800000,8.8641899,-4.8981536,0.008037016,0.014544541000000000
9,27,609.3686639900000,7.72391071,-4.61623721,0.007575455,0.012675453
9,28,609.45376292,6.4837937000000000,-4.46825462,0.007331568,0.010638603
9,29,609.42217652,6.76848012,-4.60529967,0.007556762,0.011106108
9,30,609.43192123,9.101458730000000,-4.77754747,0.007839331,0.014934207000000000
9,31,609.40977847,9.8018125,-4.85016515,0.007958773,0.016083944
9,32,609.4132701,8.73178085,-4.8654911,0.007983863,0.014328161000000000
9,33,609.3965570600000,9.17362901,-4.979174710000000,0.008170684,0.015053881
9,34,609.43553197,8.32809046,-5.16863116,0.008480988,0.013665183000000000
9,35,609.46552275,8.31120175,-4.9468949,0.008116784,0.013636874
9,36,609.35788909,6.61268558,-4.726367140000000,0.007756352000000000,0.010851955
9,37,609.37698853,7.56000037,-4.83935645,0.007941486000000000,0.012406103
9,38,609.3987062,6.99555221,-4.551502850000000,0.007468879,0.011479451
9,39,609.38560529,9.37164265,-4.76428941,0.007818278,0.015378886
9,40,609.4375590700000,8.245124020000000,-4.43587445,0.0072785820000000000,0.013529118
9,41,609.44444555,6.49211081,-4.29266971,0.007043581000000000,0.010652353
9,42,609.3457375300000,7.245781350000000,-4.5442788500000000,0.007457659000000000,0.01189114
9,43,609.5103071100000,6.0923748700000000,-4.23203483,0.0069432520000000000,0.009995672
9,44,609.3422617200000,6.07625595,-4.24014417,0.006958506,0.009971671000000000
9,45,609.40138199,6.04582662,-4.2676938700000000,0.007003075,0.009920911000000000
9,46,609.47160653,6.5112077,-3.93406272,0.006454758,0.010683439
9,47,609.4364655100000,8.41420839,-3.73441085,0.006127518,0.013806447000000000
